sample_id,target,a1,a2,a3,a4,a5,a6,a7,a8
,,,,,,,,,
1,Sb1,-3.3227360416733758,13.59864791325111,9.20689980571975,3.434370591444834,-0.3513792107605117,1.426957118367073,0.35437704659358127,0.750626262082028
2,Sb1,9.797124224268018,13.38740891535387,12.567077636618098,8.204095428689033,0.3545328187115385,2.464175452175266,-0.4343406089190446,0.06435994495873022
3,Sb1,1.5055538172803817,22.472039612489194,9.29280256146133,2.966856184551641,-0.7222893724846069,0.6941142996068422,0.010265547915144804,0.6007936788219312
4,Sb1,-3.258188926408743,30.213929247428183,16.0433024297547,7.153179852887155,-1.0812915691842786,0.9132943314671238,-0.20716184950870753,0.42451706949339224
5,Sb1,3.252445027135158,1.8990962901626283,11.833884619280905,0.9567142714312878,-0.9988211855565059,0.4024094991488193,-0.3671055295301688,0.2837875306811055
6,Sb1,3.0823259826842584,14.774276796485285,10.952976153079204,4.668521715833433,0.08901543268269681,3.0894256157933486,0.1732040045987129,1.0409132649754755
7,Sb1,4.119064230125204,20.972843714637836,11.915817726337727,4.508173754290916,-0.5733545314392714,1.605529589875363,0.11330304358400071,0.6063399380130947
8,Sb1,4.8943349422378715,21.537093171335965,17.669361222008813,4.190041203084344,-0.5365650037304669,1.390737877240571,-0.29505665487702715,0.8324462811991816
9,Sb1,-7.597558797233759,21.521243627910216,22.69294837616828,6.4503550466123505,-0.7649085116515761,0.24052792955034813,-0.33425221512580805,0.35132838572299074
10,Sb1,-4.543088059285302,40.034646281371266,14.231852666079558,6.911220274883717,-0.779472846649536,0.7441343575243273,0.24589171932948506,0.5879993230247481
11,Sb1,4.438272175299261,14.85770721200782,11.980891153231024,6.116971611765547,-1.1606621310546712,0.41379179129803406,0.07932541493622561,0.568335005212423
12,Sb1,3.167244944801558,11.938663312966481,16.815771021347313,4.1073927668054475,-1.2195834358794653,0.13944064246232668,0.29615674947109216,0.3805588010332161
